,record_type_code,responsibility_beginning_date,right_to_transact_business_code,secretary_of_state_sos_or_coa_file_number,sos_charter_date,sos_status_code,sos_status_date,taxpayer_address,taxpayer_city,taxpayer_county_code,taxpayer_name,taxpayer_number,taxpayer_organizational_type,taxpayer_state,taxpayer_zip,current_exempt_reason_code,exempt_begin_date,_621111
361,U,2020-11-17T00:00:00.000,A,0803832127,2020-11-17T00:00:00.000,A,2020-11-17T00:00:00.000,957 PARK RIDGE DR,ALLEN,43,SIDDHIPRIYA PROSPER LLC,32076702326,CL,TX,75013,,,
362,U,2021-10-05T00:00:00.000,A,0804258825,2021-10-05T00:00:00.000,A,2021-10-05T00:00:00.000,9900 SPECTRUM DR,AUSTIN,246,"EMBARCADERO ARCHITECTURAL SERVICES, LLC",32081340609,CL,TX,78717,,,
363,U,2023-03-23T00:00:00.000,A,0804991885,2023-03-23T00:00:00.000,A,2023-03-23T00:00:00.000,256 COUNTY ROAD 481,GONZALES,89,SALVAGE & OVERHAUL LLC,32089051687,CL,TX,78629,,,
364,U,2023-03-05T00:00:00.000,A,0804954745,2023-03-05T00:00:00.000,A,2023-03-05T00:00:00.000,2431 KOLBE REACH LN,HOUSTON,101,UMMI SAYS LLC,32088739225,CL,TX,77080,,,
365,U,2000-06-13T00:00:00.000,A,0706989122,2000-06-13T00:00:00.000,R,2004-06-07T00:00:00.000,PO BOX 36348,DALLAS,57,"ROCKWOOD DEVELOPMENT, L.L.C.",32002508995,CL,TX,75235,,,
366,U,2023-03-02T00:00:00.000,A,0804949454,2023-03-02T00:00:00.000,A,2023-03-02T00:00:00.000,829 SWEEPING BUTTE DR,HASLET,220,INTERMODAL SOLUTIONS LLC,32088648616,CL,TX,76052,,,
367,U,2015-07-14T00:00:00.000,A,0802252641,2015-07-14T00:00:00.000,A,2015-07-14T00:00:00.000,6217 INDIGO ST,HOUSTON,101,HATIN MEDIA LLC,32057792510,CL,TX,77074,,,
368,U ,2001-12-13T00:00:00.000,A ,0800268273 ,2003-11-14T00:00:00.000,R ,2009-06-02T00:00:00.000,11140 TIMBER CREST DR ,HOUSTON ,101,"HERMES COMMERCIAL CONTRACTORS, LTD. ",10105861941 ,PL ,TX ,77065 ,  ,,  
369,U ,2002-02-05T00:00:00.000,A ,0800052586 ,2002-02-05T00:00:00.000,A ,2002-02-05T00:00:00.000,823 CAMBRIDGE MANOR LN ,COPPELL ,57,"SEE NETWORK, INC. ",10105862337 ,CT ,TX ,75019 ,  ,,541000 
370,U ,2001-12-13T00:00:00.000,A ,0800035741 ,2001-12-13T00:00:00.000,A ,2001-12-13T00:00:00.000,505 PARK AVE ,ODESSA ,68,R & C LAND & CATTLE COMPANY ,10105862568 ,CT ,TX ,79761 ,  ,,115116 
371,U,2012-05-10T00:00:00.000,A,0801594284,2012-05-10T00:00:00.000,A,2012-05-10T00:00:00.000,903 PANTHER LN,ALLEN,43,EPIKENTRON LLC,32047928612,CL,TX,75013,,,541511
372,U ,2002-01-30T00:00:00.000,A ,0800050698 ,2002-01-30T00:00:00.000,A ,2002-01-30T00:00:00.000,12111 MURPHY RD ,STAFFORD ,79,"JAGADIA GAYATRI, INC. ",10105865405 ,CT ,TX ,77477 ,  ,,721110 
373,U,2023-03-02T00:00:00.000,A,0804950979,2023-03-02T00:00:00.000,A,2023-03-02T00:00:00.000,10075 HORSESHOE NAIL RD,PILOT POINT,61,COPPER TOP STABLES L.L.C.,32088684363,CL,TX,76258,,,
374,V,2011-05-25T00:00:00.000,N,0801430465,2011-05-25T00:00:00.000,F,2021-08-20T00:00:00.000,4347 W NORTHWEST HWY STE 130,DALLAS,57,"VYDROTECH, INC.",32044331281,CF,TX,75220,,,
375,U,2023-03-02T00:00:00.000,A,0804951572,2023-03-02T00:00:00.000,A,2023-03-02T00:00:00.000,1388 LUANN LN,TYLER,212,HYGD INVESTMENTS LLC,32088679587,CL,TX,75703,,,
376,U ,2001-12-05T00:00:00.000,A ,0800033443 ,2001-12-05T00:00:00.000,R ,2010-10-14T00:00:00.000,4970 W ILLINOIS AVE ,DALLAS ,57,"K A INVESTMENT, INC. ",10105868946 ,CT ,TX ,75211 ,  ,,447110 
377,U,2015-02-12T00:00:00.000,A,0802156150,2015-02-12T00:00:00.000,A,2015-02-12T00:00:00.000,3225 KIRKLAND RD NE,PALM BAY,0,"JELLISON ENTERPRISES, LLC",32056393450,CL,FL,32905,,,
378,U ,2001-12-07T00:00:00.000,A ,0800034399 ,2001-12-07T00:00:00.000,A ,2001-12-07T00:00:00.000,1133 E 11TH ST ,HOUSTON ,101,BRAZILIAN CULTURAL INSTITUTE ,10105891948 ,CN ,TX ,77009 ,19 ,2001-12-07T00:00:00.000,  
379,V ,2005-11-07T00:00:00.000,A ,0800567544 ,2005-11-07T00:00:00.000,A ,2005-11-07T00:00:00.000,1995 W 190TH ST STE 101 ,TORRANCE ,0,"AGENT AMERICA, INC. ",10105895030 ,CF ,CA ,90504 ,  ,,524210 
380,U ,2003-09-03T00:00:00.000,A ,0800241665 ,2003-09-03T00:00:00.000,R ,2007-05-03T00:00:00.000,PO BOX 542225 ,DALLAS ,57,"CHICAS LOCAS, INC. ",10105895907 ,CT ,TX ,75354 ,  ,,  
381,U,2021-08-03T00:00:00.000,A,0804176717,2021-08-03T00:00:00.000,A,2021-08-03T00:00:00.000,5900 BALCONES DR STE 100,AUSTIN,227,POWERPLAY DESIGNS LLC,32080421194,CL,TX,78731,,,
382,U,2008-01-01T00:00:00.000,A,0800068905,2002-03-27T00:00:00.000,R,2019-04-12T00:00:00.000,5555 WEST LOOP S STE 100,BELLAIRE,101,"TEXAS WOODLAND FOREST APARTMENTS, L.P.",32035912867,PL,TX,77401,,,531110
383,V,2022-01-25T00:00:00.000,A,0804400539,2022-01-25T00:00:00.000,A,2022-01-25T00:00:00.000,1506 WROTHAM LN,CHANNELVIEW,101,BOSS TRANSPORT LLC,32082836043,CI,TX,77530,,,
384,U,2018-10-16T00:00:00.000,A,0803146727,2018-10-16T00:00:00.000,A,2018-10-16T00:00:00.000,4319 HARDEN MILLS LN,MISSOURI CITY,79,KHARA TRANSPORT LLC,13205850053,CL,TX,77459,,,
385,U ,2001-08-23T00:00:00.000,A ,0800009558 ,2001-08-23T00:00:00.000,A ,2001-08-23T00:00:00.000,PO BOX 714 ,CLEBURNE ,126,"BRAZOS VALLEY FOOTBALL ASSOCIATION, INC. ",10105902331 ,CN ,TX ,76033 ,19 ,2001-08-23T00:00:00.000,"
713000 "
386,U ,2002-02-05T00:00:00.000,A ,0800052476 ,2002-02-05T00:00:00.000,A ,2002-02-05T00:00:00.000,7109 BLANCO RD ,SAN ANTONIO ,15,"HOLLOWAY CHIROPRACTIC, PLLC ",10105904303 ,CL ,TX ,78216 ,  ,,621310 
387,U,2023-03-24T00:00:00.000,A,0804986906,2023-03-24T00:00:00.000,A,2023-03-24T00:00:00.000,3603 TWIN BRANCH DR,CEDAR PARK,227,OUTPUT SQUARE LLC,32089055894,CL,TX,78613,,,
388,U,2012-09-26T00:00:00.000,A,0801660864,2012-09-26T00:00:00.000,A,2012-09-26T00:00:00.000,8550 HUEBNER RD,SAN ANTONIO,15,"SAN ANTONIO BEHAVIORAL HEALTHCARE HOSPITAL, LLC",32049094975,CL,TX,78240,,,
389,V ,2002-10-29T00:00:00.000,A ,0800138202 ,2002-10-29T00:00:00.000,R ,2008-03-26T00:00:00.000,2352 MAIN ST STE 200 ,CONCORD ,0,"TIME VALUE PROPERTY  EXCHANGE, INC. ",10105905482 ,CF ,MA ,01742 ,  ,,453000 
390,X,2022-01-01T00:00:00.000,U,,,,,192 TECHNOLOGY PKWY STE 500,PEACHTREE COR,0,"SPARUS INTERMEDIATE HOLDINGS, LLC",32086518449,CI,GA,30092,,,
391,X ,2008-01-01T00:00:00.000,A ,  ,,  ,,PO BOX 30564 ,AUSTIN ,227,NUECES CAPITAL PARTNERS I ,10105906332 ,PI ,TX ,78755 ,  ,,  
392,U ,2002-08-29T00:00:00.000,A ,0800118618 ,2002-08-29T00:00:00.000,A ,2002-08-29T00:00:00.000,301 PALM ST ,ABILENE ,221,"SHINING STAR FELLOWSHIP CHURCH, INC. ",10105906753 ,CN ,TX ,79602 ,04 ,2002-08-29T00:00:00.000,  
393,U ,2001-09-17T00:00:00.000,A ,0800010913 ,2001-09-17T00:00:00.000,A ,2001-09-17T00:00:00.000,6015 ROSE GROVE CT ,DALLAS ,57,"JISHI MANAGEMENT, L.L.C. ",10105907033 ,CL ,TX ,75248 ,  ,,  
394,U,2012-05-09T00:00:00.000,A,0801594585,2012-05-09T00:00:00.000,A,2012-05-09T00:00:00.000,7713 WATERSIDE,THE COLONY,61,"LONG HERITAGE INVESTMENTS, LLC",32047912244,CL,TX,75056,,,531210
395,U ,2002-02-04T00:00:00.000,A ,0800052233 ,2002-02-04T00:00:00.000,A ,2002-02-04T00:00:00.000,14819 WINSTON FALLS LN ,HUMBLE ,101,"ELLIOTT, WILLIAMS & SCOTT, INC. ",10105913775 ,CT ,TX ,77396 ,  ,,"
541512 "
396,U,2019-04-17T00:00:00.000,A,0803294116,2019-04-17T00:00:00.000,A,2019-04-17T00:00:00.000,12090 FM 968 W,LONGVIEW,102,BLACK LODGE CONSULTING LIMITED LIABILITY COMPANY,32070443729,CL,TX,75602,,,
397,U ,2002-01-17T00:00:00.000,A ,0800047097 ,2002-01-17T00:00:00.000,A ,2002-01-17T00:00:00.000,4410 DILLON LN STE 17 ,CORPUS CHRISTI ,178,"RUSSELL MEDICAL, INC. ",10105915952 ,CT ,TX ,78415 ,  ,,"
446199 "
398,U ,2002-01-11T00:00:00.000,A ,0800045514 ,2002-01-11T00:00:00.000,A ,2002-01-11T00:00:00.000,2211 HIGHWAY 6 S ,HOUSTON ,101,"ELIZABETH ANDREW, INC. ",10105920259 ,CT ,TX ,77077 ,  ,,812000 
399,V,2021-01-29T00:00:00.000,N,0803950301,2021-01-29T00:00:00.000,F,2023-03-10T00:00:00.000,4316 EDISON ST,HOUSTON,101,"LENDME, INC.",32077923491,CF,TX,77009,,,
400,U,2017-04-18T00:00:00.000,A,0802700367,2017-04-18T00:00:00.000,A,2017-04-18T00:00:00.000,12002 TANGLEWOOD CT,STAFFORD,79,"PG OIL SERVICE, LLC",32063495033,CL,TX,77477,,,
401,U ,2008-01-01T00:00:00.000,A ,0800046398 ,2002-01-14T00:00:00.000,A ,2002-01-14T00:00:00.000,15775 PARK TEN PL ,HOUSTON ,101,GULF ANESTHESIA ASSOCIATES ,10105924350 ,AP ,TX ,77084 ,  ,,  
402,U,2018-04-26T00:00:00.000,A,0803000227,2018-04-26T00:00:00.000,A,2018-04-26T00:00:00.000,605 FM 1378,WYLIE,43,"WYLIE PARTNERS, LP",32066996474,PL,TX,75098,,,531390
403,U ,2002-02-06T00:00:00.000,A ,0800053463 ,2002-02-06T00:00:00.000,A ,2002-02-06T00:00:00.000,2909 CABERNET LN ,ARLINGTON ,220,"LEWIS CAPITAL, INC. ",10105929680 ,CT ,TX ,76001 ,  ,,523000 
404,U ,2008-01-01T00:00:00.000,A ,0800054365 ,2002-02-11T00:00:00.000,R ,2008-09-10T00:00:00.000,4545 BISSONNET ST STE 100 ,BELLAIRE ,101,"PARKER CROSSING DEVELOPMENT GROUP, L.P. ",10105930407 ,PL ,TX ,77401 ,  ,,  
405,V,2021-07-27T00:00:00.000,N,0804166271,2021-07-27T00:00:00.000,F,2023-03-10T00:00:00.000,3610 N JOSEY LN STE 223,CARROLLTON,61,SUPREME TRANSPORTATION GROUP LLC,32080303509,CI,TX,75007,,,
406,X ,2008-01-01T00:00:00.000,A ,  ,,  ,,915 GESSNER RD STE 850 ,HOUSTON ,101,DIGESTIVE & LIVER SPECIALISTS OF HOUSTON ,10105932601 ,PB ,TX ,77024 ,  ,," 
"
407,U,2022-10-28T00:00:00.000,A,0804788103,2022-10-28T00:00:00.000,A,2022-10-28T00:00:00.000,461 INTERSTATE 45 N,FAIRFIELD,81,"MALONE LIVESTOCK, LLC",32086955138,CL,TX,75840,,,
408,U,2018-11-06T00:00:00.000,A,0803159489,2018-11-06T00:00:00.000,A,2018-11-06T00:00:00.000,635 FM 474,BOERNE,130,"MC TROPICANO BEVERAGE COMPANY, LLC",32068880213,CL,TX,78006,,,
409,U,2017-07-15T00:00:00.000,A,0802768381,2017-07-15T00:00:00.000,A,2017-07-15T00:00:00.000,5383 E HIGHWAY 67,RAINBOW,213,"BARNES & CALLAHAN GROUP VENTURES, LLC",32064320206,CL,TX,76077,,,811310
410,U ,2001-11-19T00:00:00.000,A ,0800030061 ,2001-11-19T00:00:00.000,R ,2004-02-11T00:00:00.000,840 ALDINE BENDER RD ,HOUSTON ,101,"CISCON SERVICES, INC. ",10105941768 ,CT ,TX ,77032 ,  ,,  
411,U ,2002-01-10T00:00:00.000,A ,0800046287 ,2002-01-10T00:00:00.000,A ,2002-01-10T00:00:00.000,2380 E PARK BLVD STE 202 ,PLANO ,43,"MVUNION, INC. ",10105942022 ,CT ,TX ,75074 ,  ,,812000 
412,V,2019-07-29T00:00:00.000,N,0803379706,2019-07-29T00:00:00.000,F,2023-03-10T00:00:00.000,2600 S SHORE BLVD STE 300,LEAGUE CITY,84,MASTER DRILLING USA LLC,32071486792,CI,TX,77573,,,
413,U,2017-01-19T00:00:00.000,A,0802628833,2017-01-19T00:00:00.000,R,2019-10-16T00:00:00.000,PO BOX 62492,SAN ANGELO,226,DIVINE BUILDERS CONSTRUCTION LLC,32062620334,CL,TX,76906,,,
414,U,2022-02-28T00:00:00.000,A,0804452976,2022-02-28T00:00:00.000,A,2022-02-28T00:00:00.000,5850 BELT LINE RD APT 524,DALLAS,57,DOUGHSOMLETZDOUGH LLC,32083448970,CL,TX,75254,,,
415,U,2021-03-25T00:00:00.000,A,0803991699,2021-03-25T00:00:00.000,A,2021-03-25T00:00:00.000,PO BOX 532,TEXARKANA,19,BAII INVESTMENT GROUP LLC,32078434571,CL,TX,75504,,,
416,U,2022-11-05T00:00:00.000,A,0804793353,2022-11-05T00:00:00.000,A,2022-11-05T00:00:00.000,6523 LOST PINES BND,HOUSTON,101,LOPEZ HAULERS LLC,32087033794,CL,TX,77049,,,
417,U,2022-03-03T00:00:00.000,A,0804457391,2022-03-03T00:00:00.000,A,2022-03-03T00:00:00.000,1112 SIERRA BLANCA DR,BURLESON,126,PLATINUM FINANCIAL CREDIT REPAIR LLC,32083458219,CL,TX,76028,,,
418,U,2021-04-01T00:00:00.000,A,0804010491,2021-04-01T00:00:00.000,A,2021-04-01T00:00:00.000,800 SAN ANTONIO ST APT 3,AUSTIN,227,"GO LYTLELY, LLC",32078563197,CL,TX,78701,,,
419,U ,2002-01-07T00:00:00.000,A ,0800043415 ,2002-01-07T00:00:00.000,A ,2002-01-07T00:00:00.000,2348 IRVING BLVD ,DALLAS ,57,PROJECTION TECHNOLOGIES CORPORATION ,10105947203 ,CT ,TX ,75207 ,  ,,"
327212 "
420,X,1994-06-02T00:00:00.000,A,,,,,621 PINE ST,DANVILLE,0,PINE STREET EVANGELICAL LUTHERAN CHURCH,12408296072,CM,PA,17821,04,1994-06-02T00:00:00.000,
421,U,2021-08-06T00:00:00.000,A,0804181643,2021-08-06T00:00:00.000,A,2021-08-06T00:00:00.000,7103 SINCLAIR ST,AMARILLO,191,"ROBERTS FAMILY ADVENTURES, LLC",32080495313,CL,TX,79119,,,
422,U,2022-06-30T00:00:00.000,A,0804628628,2022-06-30T00:00:00.000,A,2022-06-30T00:00:00.000,1601 MONTOPOLIS DR APT 322,AUSTIN,227,BLANDON BUILDING SOLUTIONS LLC,32085266206,CL,TX,78741,,,
423,U,2023-03-23T00:00:00.000,A,0804984216,2023-03-23T00:00:00.000,A,2023-03-23T00:00:00.000,601 CARIBOU RIDGE TRL,PFLUGERVILLE,227,GEOMETRIX TRAVEL & CONSULTING LLC,32089045481,CL,TX,78660,,,
424,U,2019-10-16T00:00:00.000,A,0803447196,2019-10-16T00:00:00.000,A,2019-10-16T00:00:00.000,1502 AUGUSTA DR STE 320,HOUSTON,101,JAGUARSHARK LLC,32072268595,CL,TX,77057,,,
425,U,2018-03-28T00:00:00.000,A,0802974350,2018-03-28T00:00:00.000,A,2018-03-28T00:00:00.000,PO BOX 72,BELLAIRE,101,SOFTWING PARTNERS LLC,32066683544,CL,TX,77402,,,
426,V ,2005-06-13T00:00:00.000,A ,0800505812 ,2005-06-13T00:00:00.000,A ,2005-06-13T00:00:00.000,2151 BLUERIDGE DR ,DUNCANVILLE ,57,"WORLD MISSIONS ADVANCE, INC. ",10105967524 ,CM ,TX ,75137 ,19 ,2005-06-13T00:00:00.000,  
427,U,2019-10-21T00:00:00.000,A,0803449746,2019-10-21T00:00:00.000,A,2019-10-21T00:00:00.000,594 N 4TH ST,WILLS POINT,234,ROXIE'S PLACE ANIMAL SANCTUARY,32072309423,CN,TX,75169,19,2019-10-21T00:00:00.000,
428,U ,2002-01-30T00:00:00.000,A ,0800051111 ,2002-01-30T00:00:00.000,A ,2002-01-30T00:00:00.000,403 LONGFELLOW DR ,HIGHLAND VLG ,61,"CARNES GROUP, LLC ",10105968878 ,CL ,TX ,75077 ,  ,,541810 
429,X,2022-11-01T00:00:00.000,A,,,,,3534 ARAPAHOE DR,DES MOINES,0,"MKSH2, LLC",32087010099,CI,IA,50312,,,
430,U ,2001-12-21T00:00:00.000,A ,0800039376 ,2001-12-21T00:00:00.000,A ,2001-12-21T00:00:00.000,PO BOX 700311 ,DALLAS ,57,"ANIMAL RADIOLOGY CLINIC, P.L.L.C. ",10105974439 ,CL ,TX ,75370 ,  ,,541940 
431,U ,2001-12-13T00:00:00.000,A ,0800035975 ,2001-12-13T00:00:00.000,"A
",2001-12-13T00:00:00.000,512 W MARTIN LUTHER KING JR BLVD ,AUSTIN ,227,MEXICAN AMERICAN LEGISLATIVE LEADERSHIP FOUNDATION ,10105974587 ,CN ,TX ,78701 ,19 ,2001-12-13T00:00:00.000,  
432,U,2012-07-19T00:00:00.000,A,0801628470,2012-07-19T00:00:00.000,R,2020-03-09T00:00:00.000,22999 HIGHWAY 59 N STE 204,KINGWOOD,170,"CHAVA MANAGEMENT, LLC",32048536752,CL,TX,77339,,,
433,U,2022-05-04T00:00:00.000,A,0804552504,2022-05-04T00:00:00.000,A,2022-05-04T00:00:00.000,4711 WILDHORSE CT,MISSOURI CITY,79,SAFE NEST LLC,32084424830,CL,TX,77459,,,
434,U ,2001-12-18T00:00:00.000,A ,0800283515 ,2004-01-01T00:00:00.000,A ,2004-01-01T00:00:00.000,PO BOX 5035 ,MIDLAND ,165,"SHORTY & SONS RENTAL, LP ",10105980352 ,PL ,TX ,79704 ,  ,,  
435,U ,2002-01-23T00:00:00.000,A ,0800048691 ,2002-01-23T00:00:00.000,R ,2012-06-21T00:00:00.000,PO BOX 140405 ,DALLAS ,57,"G.M.G. INVESTMENT GROUP, L.L.C. ",10105980519 ,CL ,TX ,75214 ,  ,,523000 
436,U ,2002-04-22T00:00:00.000,A ,0800076975 ,2002-04-22T00:00:00.000,A ,2002-04-22T00:00:00.000,2100 ROSS AVE FL 21 C/O PAUL RUNDELL ,DALLAS ,221,SEARS BRAZOS RETIREMENT CORPORATION ,10105980535 ,CN ,TX ,75201 ,"19
",2002-04-22T00:00:00.000,722000 
437,U ,2002-02-12T00:00:00.000,A ,0800054752 ,2002-02-12T00:00:00.000,A ,2002-02-12T00:00:00.000,1068 PRIVATE ROAD 8026 ,PAIGE ,11,"FITZGERALD VETERINARY SERVICES, P.C. ",10105985682 ,CP ,TX ,78659 ,  ,,541940 
438,U ,2002-02-15T00:00:00.000,A ,0800055872 ,2002-02-15T00:00:00.000,A ,2002-02-15T00:00:00.000,504 S POLK ST STE 101 ,AMARILLO ,188,OLSEN PARK ADDITION UNIT NO. 61 HOMEOWNERS ASSOCIA ,10105986003 ,CN ,TX ,79101 ,"
24 ",2002-02-15T00:00:00.000,813910 
439,U,2007-03-05T00:00:00.000,A,0800782449,2007-03-05T00:00:00.000,A,2007-03-05T00:00:00.000,NS3 LAKE CHEROKEE,LONGVIEW,201,"CHEROKEE DENTAL CENTER, P.C.",32027487928,CP,TX,75603,,,
440,U,2022-03-01T00:00:00.000,A,0804454969,2022-03-01T00:00:00.000,A,2022-03-01T00:00:00.000,1111 METROPOLITAN AVE STE 700,CHARLOTTE,0,"HL KYLE, LLC",32083476906,CL,NC,28204,,,
441,U,2017-04-28T00:00:00.000,A,0802715080,2017-04-28T00:00:00.000,A,2017-04-28T00:00:00.000,PO BOX 140381,DALLAS,57,RCG LLC,32063651692,CL,TX,75214,,,
442,U ,2007-10-06T00:00:00.000,A ,0800880809 ,2007-10-06T00:00:00.000,A ,2007-10-06T00:00:00.000,PO BOX 246 ,SHAWNEE ,0,"S.D.M.M. MESQUITE NO. 1, A TEXAS LIMITED LIABILITY ",10105992209 ,CL ,OK ,74802 ,  ,,  
443,V,2015-02-19T00:00:00.000,A,0802160432,2015-02-19T00:00:00.000,A,2015-02-19T00:00:00.000,700 UNIVERSE BLVD STE CTX-JB,JUNO BEACH,0,"BLUEBELL SOLAR, LLC",32056454880,CI,FL,33408,,,221118
444,U,2019-05-14T00:00:00.000,A,0803318248,2019-05-14T00:00:00.000,A,2019-05-14T00:00:00.000,15275 QUORUM DR,ADDISON,57,"TPS BRAKER AUSTIN PROPERTY GP, LLC",32070720894,CL,TX,75001,,,
445,U,2020-05-10T00:00:00.000,N,0803614944,2020-05-10T00:00:00.000,A,2020-05-10T00:00:00.000,12650 ASHFORD POINT DR APT 509,HOUSTON,101,ALL BAD BEHAVIOR LLC,32074213441,CL,TX,77082,,,
446,U ,2002-04-03T00:00:00.000,A ,0800072506 ,2002-04-03T00:00:00.000,A ,2002-04-03T00:00:00.000,3519 WEST AVE ,SAN ANTONIO ,15,"TEXAS COLLISION, INC. ",10106007619 ,CT ,TX ,78213 ,  ,,811111 
447,X,2021-07-01T00:00:00.000,A,,,,,24772 RED LODGE PL,LAGUNA HILLS,0,INFINITE MARKET,32079544535,CI,CA,92653,,,
448,U,2020-05-16T00:00:00.000,A,0803621469,2020-05-16T00:00:00.000,A,2020-05-16T00:00:00.000,1629 MEADOWVIEW DR,CORINTH,61,"MB TARLETON GROUP, INC.",32074315717,CT,TX,76210,,,
449,U,2021-08-09T00:00:00.000,A,0804182935,2021-08-09T00:00:00.000,A,2021-08-09T00:00:00.000,3226 HOBBS RD,AMARILLO,191,"AMA DUBLIN, LP",32080485421,PL,TX,79109,,,
450,U ,2002-02-04T00:00:00.000,A ,0800054119 ,2002-02-04T00:00:00.000,A ,2002-02-04T00:00:00.000,405 RIDGECREST CIR ,DENTON ,61,CJ&K HICKORY STREET MUD BUG BOIL ,10106020018 ,CN ,TX ,76205 ,19 ,2002-02-04T00:00:00.000,  
451,V,2022-01-18T00:00:00.000,A,0804404272,2022-01-18T00:00:00.000,A,2022-01-18T00:00:00.000,1999 BRYAN ST STE 900,DALLAS,57,"POST SIERRA, LP",32082780704,PF,TX,75201,,,
452,U ,2002-01-29T00:00:00.000,A ,0800052884 ,2002-01-29T00:00:00.000,A ,2002-01-29T00:00:00.000,PO BOX 691208 ,HOUSTON ,101,"A M & L ENTERPRISES, L.L.C. ",10106029217 ,CL ,TX ,77269 ,  ,,488510 
453,U,2023-03-03T00:00:00.000,A,0804951112,2023-03-03T00:00:00.000,A,2023-03-03T00:00:00.000,2408 HILLBURN DR,DALLAS,57,MESTIZO TRUCKING LLC,32088683258,CL,TX,75227,,,
454,U ,2001-12-28T00:00:00.000,A ,0800044164 ,2001-12-28T00:00:00.000,R ,2008-12-17T00:00:00.000,3318 MERCER ST ,HOUSTON ,101,"WWW UNITED, INC. ",10106032740 ,CN ,TX ,77027 ,19 ,2001-12-28T00:00:00.000,  
455,U,2022-08-29T00:00:00.000,A,0804708804,2022-08-29T00:00:00.000,A,2022-08-29T00:00:00.000,24619 HARDIN STORE RD,MAGNOLIA,170,RV EXPO INC,32086095331,CT,TX,77354,,,
456,U ,2002-02-14T00:00:00.000,A ,0800055655 ,2002-02-14T00:00:00.000,R ,2004-12-30T00:00:00.000,4422 DESERT CLIFF CT ,KATY ,79,"GRACE UNDER PRESSURE, INC. ",10106032989 ,CT ,TX ,77494 ,  ,,238331 
457,U,2022-08-11T00:00:00.000,A,0804682863,2022-08-11T00:00:00.000,A,2022-08-11T00:00:00.000,605 ERROL DR,BRIARCLIFF,227,"DNK SONORA RANCH, LLC",32085837451,CL,TX,78669,,,114210
458,U,2008-08-08T00:00:00.000,A,0801014946,2008-08-08T00:00:00.000,A,2008-08-08T00:00:00.000,9339 HIGHWAY 6,NAVASOTA,93,"MALLETT BROTHERS, LLP",32037699736,PL,TX,77868,,,
459,U ,2002-01-29T00:00:00.000,A ,0800050602 ,2002-01-29T00:00:00.000,A ,2002-01-29T00:00:00.000,729 W FM 544 STE A ,MURPHY ,43,"TARI ENTERPRISES, INC. ",10106034068 ,CT ,TX ,75094 ,  ,,441120 
460,U,2021-12-14T00:00:00.000,A,0804348231,2021-12-14T00:00:00.000,A,2021-12-14T00:00:00.000,9775 BROUN ST,BEAUMONT,123,HARRISON JR. TRUCKING LLC,18742448527,CL,TX,77707,,,
461,U,2002-05-17T00:00:00.000,A,0800086857,2002-05-17T00:00:00.000,A,2002-05-17T00:00:00.000,7301 N FM 620 RD STE 155,AUSTIN,227,"MCINNISH ENGINEERING, PLLC",10107024654,CL,TX,78726,,,541330
462,V,2021-07-06T00:00:00.000,A,0804139026,2021-07-06T00:00:00.000,A,2021-07-06T00:00:00.000,211 E 7TH ST STE 620,AUSTIN,227,"GRADS GIVE, INC.",32080022935,CF,TX,78701,,,
463,U ,2002-01-09T00:00:00.000,A ,0800044757 ,2002-01-09T00:00:00.000,A ,2002-01-09T00:00:00.000,1645 MAIN ST STE D9 ,BUDA ,105,"EMERALD DRILLING SOLUTIONS, INC. ",10106037954 ,CT ,TX ,78610 ,  ,,"210000
"
464,V ,2006-09-06T00:00:00.000,A ,0800726024 ,2006-10-25T00:00:00.000,A ,2006-10-25T00:00:00.000,14107 20TH AVE STE 604 ,WHITESTONE ,0,"LAW OFFICES OF ALBERT WAI-KIT CHAN, LLC ",10106038523 ,CI ,NY ,11357 ,  ,,541110 
465,U,2012-08-09T00:00:00.000,A,0801637492,2012-08-09T00:00:00.000,R,2020-07-22T00:00:00.000,14001 DESERT WILDFLOWER PL,HORIZON CITY,71,"WEST TEXAS VETERINARY SERVICES, PLLC",32048702040,CL,TX,79928,,,
466,U,2019-10-16T00:00:00.000,A,0803446667,2019-10-16T00:00:00.000,A,2019-10-16T00:00:00.000,510 N EDGEFIELD AVE,DALLAS,57,109TH PARTNERS GP LLC,32072249363,CL,TX,75208,,,
467,U ,2002-02-19T00:00:00.000,A ,0800056577 ,2002-02-19T00:00:00.000,A ,2002-02-19T00:00:00.000,2104 STONEHAVEN DR ,COLLEYVILLE ,220,"JASI FINANCIAL, INC. ",10106043580 ,CT ,TX ,76034 ,  ,,541618 
468,U,2022-11-04T00:00:00.000,A,0804796780,2022-11-04T00:00:00.000,A,2022-11-04T00:00:00.000,8568 WARREN PKWY APT 937,FRISCO,43,GLOBAL OPERATIONS  LLC,32087059096,CL,TX,75034,,,
469,U,2019-08-14T00:00:00.000,A,0803394216,2019-08-14T00:00:00.000,A,2019-08-14T00:00:00.000,3206 RUSTIC VILLA DR,KINGWOOD,101,"642 FLY LINE, LLC",32071654985,CL,TX,77345,,,
470,U,2021-03-06T00:00:00.000,A,0803962849,2021-03-06T00:00:00.000,A,2021-03-06T00:00:00.000,1014 SHAWNEE ST,HOUSTON,101,"LOPEZ SALINAS TRANSPORTATION, LLC",18627061593,CL,TX,77034,,,
